Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_9_10.rcp | 60.00003 | 549522 | -1 | 1054980 | 60.000145 | 396379 | -1 | 690775 | 60.00014 | 262424 | -1 | 437919 | 60.000122 | 425437 | -1 | 856093 | 
j30_10_1.rcp | 0.013979692 | 136 | 42 | 2 | 0.016732799 | 134 | 42 | 8 | 0.028714135 | 134 | 42 | 8 | 0.015261555 | 134 | 42 | 51 | 
j30_10_2.rcp | 60.00052 | 327658 | -1 | 251075 | 60.00012 | 231851 | -1 | 325837 | 60.000076 | 138262 | -1 | 193427 | 60.000343 | 193940 | -1 | 381764 | 
j30_10_3.rcp | 60.000046 | 489402 | -1 | 764317 | 60.00024 | 352833 | -1 | 586405 | 60.000576 | 221417 | -1 | 369928 | 60.000065 | 345991 | -1 | 644760 | 
j30_10_4.rcp | 10.259005 | 38424 | 58 | 42597 | 13.235188 | 38416 | 58 | 49336 | 22.31948 | 38416 | 58 | 49413 | 10.170413 | 24644 | 58 | 69809 | 
j30_10_5.rcp | 0.8842797 | 7530 | 41 | 2849 | 1.0595796 | 7530 | 41 | 2341 | 1.8302362 | 7530 | 41 | 2339 | 1.2299243 | 7530 | 41 | 9498 | 
j30_10_6.rcp | 53.18035 | 251620 | 44 | 130991 | 60.000328 | 231829 | -1 | 189967 | 60.00065 | 132127 | -1 | 106326 | 60.000076 | 165446 | -1 | 436594 | 
j30_10_7.rcp | 0.010416834 | 110 | 49 | 2 | 0.013428975 | 110 | 49 | 6 | 0.022563493 | 110 | 49 | 6 | 0.013840283 | 110 | 49 | 52 | 
j30_10_8.rcp | 60.00041 | 273215 | -1 | 302893 | 60.00048 | 211755 | -1 | 238427 | 60.000187 | 125130 | -1 | 154282 | 60.00015 | 210554 | -1 | 461797 | 
j30_10_9.rcp | 0.004343934 | 33 | 49 | 0 | 0.004536447 | 33 | 49 | 0 | 0.006324625 | 33 | 49 | 0 | 0.003840843 | 33 | 49 | 14 | 
j30_10_10.rcp | 9.842267 | 50691 | 41 | 7272 | 10.689526 | 50441 | 41 | 16222 | 19.361734 | 50441 | 41 | 16222 | 9.048073 | 36863 | 41 | 32414 | 
j30_11_1.rcp | 0.16102837 | 723 | 54 | 660 | 0.2321304 | 723 | 54 | 1234 | 0.39185262 | 723 | 54 | 1234 | 0.21929353 | 575 | 54 | 1534 | 
j30_11_2.rcp | 13.269248 | 120394 | 56 | 8368 | 17.156454 | 120394 | 56 | 53922 | 28.637217 | 120394 | 56 | 53922 | 14.78842 | 120394 | 56 | 149603 | 
j30_11_3.rcp | 0.005468989 | 66 | 81 | 0 | 0.006657812 | 66 | 81 | 4 | 0.01056649 | 66 | 81 | 4 | 0.005699237 | 66 | 81 | 7 | 
j30_11_4.rcp | 0.008815623 | 107 | 63 | 0 | 0.012015149 | 107 | 63 | 5 | 0.019620547 | 107 | 63 | 5 | 0.010240742 | 107 | 63 | 31 | 
j30_11_5.rcp | 60.00032 | 404666 | -1 | 403860 | 60.000046 | 294690 | -1 | 402150 | 60.000187 | 178165 | -1 | 242191 | 60.000183 | 229159 | -1 | 580203 | 
j30_11_6.rcp | 0.01103914 | 111 | 44 | 0 | 0.013581269 | 111 | 44 | 8 | 0.02294996 | 111 | 44 | 8 | 0.011439035 | 111 | 44 | 69 | 
j30_11_7.rcp | 0.011696292 | 116 | 36 | 0 | 0.013649162 | 116 | 36 | 7 | 0.021979062 | 116 | 36 | 7 | 0.011265419 | 116 | 36 | 21 | 
j30_11_8.rcp | 0.004724923 | 60 | 62 | 3 | 0.006115058 | 60 | 62 | 4 | 0.010105026 | 60 | 62 | 4 | 0.006093623 | 60 | 62 | 14 | 
j30_11_9.rcp | 0.004411577 | 66 | 67 | 2 | 0.00686625 | 66 | 67 | 7 | 0.011062167 | 66 | 67 | 7 | 0.005830783 | 66 | 67 | 15 | 
j30_11_10.rcp | 0.005121203 | 66 | 38 | 0 | 0.007369887 | 66 | 38 | 1 | 0.01196604 | 66 | 38 | 1 | 0.00602591 | 66 | 38 | 12 | 
j30_12_1.rcp | 0.001852169 | 33 | 47 | 0 | 0.00264589 | 33 | 47 | 0 | 0.004537759 | 33 | 47 | 0 | 0.002325238 | 33 | 47 | 0 | 
j30_12_2.rcp | 0.002071433 | 33 | 46 | 0 | 0.002529207 | 33 | 46 | 0 | 0.004200502 | 33 | 46 | 0 | 0.002335041 | 33 | 46 | 0 | 
j30_12_3.rcp | 0.001890577 | 33 | 37 | 0 | 0.00270718 | 33 | 37 | 0 | 0.004375303 | 33 | 37 | 0 | 0.002234909 | 33 | 37 | 0 | 
j30_12_4.rcp | 0.001829599 | 33 | 63 | 0 | 0.002811387 | 33 | 63 | 0 | 0.004511339 | 33 | 63 | 0 | 0.002437562 | 33 | 63 | 0 | 
j30_12_5.rcp | 0.00183908 | 33 | 47 | 0 | 0.002803568 | 33 | 47 | 0 | 0.004281207 | 33 | 47 | 0 | 0.00236311 | 33 | 47 | 0 | 
j30_12_6.rcp | 0.001973954 | 33 | 53 | 0 | 0.002785192 | 33 | 53 | 0 | 0.004693394 | 33 | 53 | 0 | 0.002639479 | 33 | 53 | 0 | 
j30_12_7.rcp | 0.001887778 | 33 | 55 | 0 | 0.002661019 | 33 | 55 | 0 | 0.00437598 | 33 | 55 | 0 | 0.002334031 | 33 | 55 | 0 | 
j30_12_8.rcp | 0.001882426 | 33 | 35 | 0 | 0.002448529 | 33 | 35 | 0 | 0.00403213 | 33 | 35 | 0 | 0.002123569 | 33 | 35 | 0 | 
j30_12_9.rcp | 0.001945447 | 33 | 52 | 0 | 0.002590491 | 33 | 52 | 0 | 0.004195047 | 33 | 52 | 0 | 0.002263839 | 33 | 52 | 0 | 
j30_12_10.rcp | 0.001849922 | 33 | 57 | 0 | 0.003868537 | 33 | 57 | 0 | 0.004386219 | 33 | 57 | 0 | 0.002429183 | 33 | 57 | 0 | 
j30_13_1.rcp | 60.00024 | 245767 | -1 | 517334 | 60.000034 | 204740 | -1 | 387657 | 60.000034 | 108150 | -1 | 205115 | 60.00008 | 161725 | -1 | 413351 | 
j30_13_2.rcp | 60.000023 | 387610 | -1 | 584864 | 60.00002 | 330933 | -1 | 424856 | 60.000053 | 202493 | -1 | 258457 | 60.000084 | 285678 | -1 | 497110 | 
j30_13_3.rcp | 60.000065 | 418497 | -1 | 642254 | 60.00006 | 347092 | -1 | 402904 | 60.000324 | 220400 | -1 | 233487 | 60.00009 | 376407 | -1 | 594493 | 
j30_13_4.rcp | 60.000683 | 152392 | -1 | 483300 | 60.00015 | 130206 | -1 | 401401 | 60.001522 | 80230 | -1 | 244469 | 60.000744 | 98588 | -1 | 381013 | 
j30_13_5.rcp | 60.00016 | 314651 | -1 | 290091 | 60.000286 | 277165 | -1 | 271464 | 60.0006 | 163395 | -1 | 158901 | 60.000103 | 275740 | -1 | 451707 | 
j30_13_6.rcp | 60.00008 | 237199 | -1 | 310294 | 60.000233 | 206379 | -1 | 304283 | 60.00004 | 121060 | -1 | 161826 | 60.000195 | 185169 | -1 | 457195 | 
j30_13_7.rcp | 60.00001 | 360088 | -1 | 601411 | 60.000023 | 283886 | -1 | 428715 | 60.000576 | 182178 | -1 | 263608 | 60.00006 | 255553 | -1 | 449383 | 
